Eno4,Ep300,0,0,0
Eno4,Flcn,0,0,0
Eno4,Foxk1,0,0,0
Eno4,Foxk2,0,0,0
Eno4,Gale,0,0,0
Eno4,Galk1,0,0,0
Eno4,Galt,0,0,0
Eno4,Gapdh,0,0,0
Eno4,Gck,XY,8,1.0406472839008529e-07
Eno4,Git1,0,0,0
Eno4,Gpd1,0,0,0
Eno4,Gpi1,0,0,0
Eno4,Hdac4,0,0,0
Eno4,Hif1a,0,0,0
Eno4,Hk1,0,0,0
Eno4,Hk2,0,0,0
Eno4,Hk3,0,0,0
Eno4,Htr2a,XY,6,1.335179740991066e-06
Eno4,Ier3,XY,1,0.037845677181776685
Eno4,Igf1,0,0,0
Eno4,Insr,0,0,0
Eno4,Jmjd8,0,0,0
Eno4,Kat2b,0,0,0
Ep300,Flcn,0,0,0
Ep300,Foxk1,0,0,0
Ep300,Foxk2,0,0,0
Ep300,Gale,0,0,0
Ep300,Galk1,0,0,0
Ep300,Galt,0,0,0
Ep300,Gapdh,0,0,0
Ep300,Gck,0,0,0
Ep300,Git1,0,0,0
Ep300,Gpd1,0,0,0
Ep300,Gpi1,0,0,0
Ep300,Hdac4,0,0,0
Ep300,Hif1a,0,0,0
Ep300,Hk1,0,0,0
Ep300,Hk2,0,0,0
Ep300,Hk3,0,0,0
Ep300,Htr2a,0,0,0
Ep300,Ier3,0,0,0
Ep300,Igf1,XY,5,4.102155643713207e-07
Ep300,Insr,0,0,0
Ep300,Jmjd8,0,0,0
Ep300,Kat2b,0,0,0
Flcn,Foxk1,0,0,0
Flcn,Foxk2,0,0,0
Flcn,Gale,0,0,0
Flcn,Galk1,0,0,0
Flcn,Galt,0,0,0
Flcn,Gapdh,0,0,0
Flcn,Gck,0,0,0
Flcn,Git1,0,0,0
Flcn,Gpd1,0,0,0
Flcn,Gpi1,0,0,0
Flcn,Hdac4,0,0,0
Flcn,Hif1a,0,0,0
Flcn,Hk1,0,0,0
Flcn,Hk2,0,0,0
Flcn,Hk3,0,0,0
Flcn,Htr2a,XY,8,0.004232295548334264
Flcn,Ier3,0,0,0
Flcn,Igf1,0,0,0
Flcn,Insr,0,0,0
Flcn,Jmjd8,0,0,0
Flcn,Kat2b,0,0,0
Foxk1,Foxk2,0,0,0
Foxk1,Gale,0,0,0
Foxk1,Galk1,0,0,0
Foxk1,Galt,0,0,0
Foxk1,Gapdh,0,0,0
Foxk1,Gck,0,0,0
Foxk1,Git1,0,0,0
Foxk1,Gpd1,0,0,0
Foxk1,Gpi1,0,0,0
Foxk1,Hdac4,0,0,0
Foxk1,Hif1a,0,0,0
Foxk1,Hk1,0,0,0
Foxk1,Hk2,0,0,0
Foxk1,Hk3,0,0,0
Foxk1,Htr2a,0,0,0
Foxk1,Ier3,0,0,0
Foxk1,Igf1,XY,3,3.433721478893313e-09
Foxk1,Insr,0,0,0
Foxk1,Jmjd8,0,0,0
Foxk1,Kat2b,0,0,0
Foxk2,Gale,0,0,0
Foxk2,Galk1,0,0,0
Foxk2,Galt,YX,2,0.0007111528809325115
Foxk2,Gapdh,0,0,0
Foxk2,Gck,0,0,0
Foxk2,Git1,0,0,0
Foxk2,Gpd1,0,0,0
Foxk2,Gpi1,0,0,0
Foxk2,Hdac4,0,0,0
Foxk2,Hif1a,0,0,0
Foxk2,Hk1,0,0,0
Foxk2,Hk2,0,0,0
Foxk2,Hk3,0,0,0
Foxk2,Htr2a,XY,7,0.04174453162532821
Foxk2,Ier3,XY,3,0.0012505054035633638
Foxk2,Igf1,0,0,0
Foxk2,Insr,0,0,0
Foxk2,Jmjd8,YX,3,4.890570520764181e-06
Foxk2,Kat2b,0,0,0
Gale,Galk1,0,0,0
Gale,Galt,0,0,0
Gale,Gapdh,0,0,0
Gale,Gck,0,0,0
Gale,Git1,0,0,0
Gale,Gpd1,0,0,0
Gale,Gpi1,0,0,0
Gale,Hdac4,0,0,0
Gale,Hif1a,0,0,0
Gale,Hk1,0,0,0
Gale,Hk2,0,0,0
Gale,Hk3,0,0,0
Gale,Htr2a,0,0,0
Gale,Ier3,0,0,0
Gale,Igf1,0,0,0
Gale,Insr,0,0,0
Gale,Jmjd8,YX,2,0.00018519794374317484
Gale,Kat2b,0,0,0
Galk1,Galt,0,0,0
Galk1,Gapdh,0,0,0
Galk1,Gck,0,0,0
Galk1,Git1,0,0,0
Galk1,Gpd1,0,0,0
Galk1,Gpi1,0,0,0
Galk1,Hdac4,0,0,0
Galk1,Hif1a,0,0,0
Galk1,Hk1,0,0,0
Galk1,Hk2,0,0,0
Galk1,Hk3,0,0,0
Galk1,Htr2a,0,0,0
Galk1,Ier3,XY,1,0.007730417877259971
Galk1,Igf1,XY,4,0.001450860904202389
Galk1,Insr,0,0,0
Galk1,Jmjd8,0,0,0
