Sirt6,Slc2a6,YX,2,0.0070032477378845215
Sirt6,Slc4a4,0,0,0
Sirt6,Stat3,XY,3,0.00481751561164856
Sirt6,Tkfc,0,0,0
Sirt6,Tpi1,YX,6,0.0002963542938232422
Sirt6,Trex1,0,0,0
Sirt6,Zbtb20,YX,2,0.00041769444942474365
Sirt6,Zbtb7a,YX,2,0.0075660645961761475
Sirt6,Pfkfb3,0,0,0
Sirt6,H6pd,0,0,0
Sirt6,Hsd11b1,XY,3,1.2814998626708984e-06
Sirt6,Mlst8,YX,2,0.011805459856987
Sirt6,Mtor,YX,3,0.010137468576431274
Sirt6,Pgd,0,0,0
Sirt6,Pgls,XY,2,3.0159950256347656e-05
Sirt6,Prps1,XY,1,0.04074428230524063
Sirt6,Prps2,XY,4,0.0004813075065612793
Sirt6,Rbks,YX,2,0.002344682812690735
Sirt6,Rpe,XY,2,0.01359790563583374
Sirt6,Rpia,XY,8,5.245208740234375e-05
Sirt6,Shpk,0,0,0
Sirt6,Taldo1,XY,8,0.0011625289916992188
Sirt6,Tigar,XY,2,0.00010873377323150635
Slc2a6,Slc4a4,0,0,0
Slc2a6,Stat3,0,0,0
Slc2a6,Tkfc,XY,7,0.0031404495239257812
Slc2a6,Tpi1,XY,8,0.0013561248779296875
Slc2a6,Trex1,0,0,0
Slc2a6,Zbtb20,0,0,0
Slc2a6,Zbtb7a,0,0,0
Slc2a6,Pfkfb3,0,0,0
Slc2a6,H6pd,XY,2,0.01359790563583374
Slc2a6,Hsd11b1,XY,7,4.76837158203125e-06
Slc2a6,Mlst8,XY,2,0.0009858012199401855
Slc2a6,Mtor,XY,3,0.00481751561164856
Slc2a6,Pgd,0,0,0
Slc2a6,Pgls,XY,4,0.0007898211479187012
Slc2a6,Prps1,0,0,0
Slc2a6,Prps2,XY,3,3.2782554626464844e-06
Slc2a6,Rbks,XY,7,0.0021424293518066406
Slc2a6,Rpe,XY,4,0.0002149343490600586
Slc2a6,Rpia,0,0,0
Slc2a6,Shpk,0,0,0
Slc2a6,Taldo1,0,0,0
Slc2a6,Tigar,0,0,0
Slc4a4,Stat3,0,0,0
Slc4a4,Tkfc,0,0,0
Slc4a4,Tpi1,0,0,0
Slc4a4,Trex1,0,0,0
Slc4a4,Zbtb20,0,0,0
Slc4a4,Zbtb7a,0,0,0
Slc4a4,Pfkfb3,0,0,0
Slc4a4,H6pd,XY,7,0.0016393661499023438
Slc4a4,Hsd11b1,XY,7,0.0021424293518066406
Slc4a4,Mlst8,XY,3,0.006777346134185791
Slc4a4,Mtor,0,0,0
Slc4a4,Pgd,0,0,0
Slc4a4,Pgls,YX,3,0.00027820467948913574
Slc4a4,Prps1,0,0,0
Slc4a4,Prps2,XY,2,0.002139568328857422
Slc4a4,Rbks,XY,8,0.0006046295166015625
Slc4a4,Rpe,XY,2,0.010985836386680603
Slc4a4,Rpia,0,0,0
Slc4a4,Shpk,0,0,0
Slc4a4,Taldo1,0,0,0
Slc4a4,Tigar,0,0,0
Stat3,Tkfc,0,0,0
Stat3,Tpi1,YX,1,0.030949413776397705
Stat3,Trex1,0,0,0
Stat3,Zbtb20,YX,3,0.00481751561164856
Stat3,Zbtb7a,YX,5,0.009778618812561035
Stat3,Pfkfb3,XY,1,0.0019389986991882324
Stat3,H6pd,XY,3,0.011824965476989746
Stat3,Hsd11b1,YX,5,0.00031936168670654297
Stat3,Mlst8,XY,2,0.03546053171157837
Stat3,Mtor,YX,5,0.04291391372680664
Stat3,Pgd,0,0,0
Stat3,Pgls,YX,5,0.02076256275177002
Stat3,Prps1,YX,4,0.021244585514068604
Stat3,Prps2,XY,1,0.0010226517915725708
Stat3,Rbks,YX,4,0.018324613571166992
Stat3,Rpe,XY,1,0.0010226517915725708
Stat3,Rpia,YX,4,0.02632039785385132
Stat3,Shpk,YX,1,0.005600057542324066
Stat3,Taldo1,YX,5,0.015043497085571289
Stat3,Tigar,0,0,0
Tkfc,Tpi1,0,0,0
Tkfc,Trex1,YX,5,0.0007292032241821289
Tkfc,Zbtb20,YX,6,0.0077915191650390625
Tkfc,Zbtb7a,0,0,0
Tkfc,Pfkfb3,0,0,0
Tkfc,H6pd,XY,5,0.026114940643310547
Tkfc,Hsd11b1,XY,7,0.00789022445678711
Tkfc,Mlst8,XY,2,0.006476297974586487
Tkfc,Mtor,0,0,0
Tkfc,Pgd,0,0,0
Tkfc,Pgls,YX,5,0.005578279495239258
Tkfc,Prps1,0,0,0
Tkfc,Prps2,XY,4,0.0010004639625549316
Tkfc,Rbks,YX,7,0.04109764099121094
Tkfc,Rpe,0,0,0
Tkfc,Rpia,XY,5,0.02422046661376953
Tkfc,Shpk,0,0,0
Tkfc,Taldo1,0,0,0
Tkfc,Tigar,XY,3,0.01590391993522644
Tpi1,Trex1,0,0,0
Tpi1,Zbtb20,0,0,0
Tpi1,Zbtb7a,XY,8,0.0006046295166015625
Tpi1,Pfkfb3,YX,8,0.0291290283203125
Tpi1,H6pd,XY,5,0.00048792362213134766
Tpi1,Hsd11b1,XY,4,0.0010004639625549316
Tpi1,Mlst8,XY,4,0.0007898211479187012
Tpi1,Mtor,XY,4,0.00018638372421264648
Tpi1,Pgd,0,0,0
Tpi1,Pgls,YX,3,0.00027820467948913574
Tpi1,Prps1,0,0,0
Tpi1,Prps2,0,0,0
Tpi1,Rbks,YX,8,0.0008449554443359375
Tpi1,Rpe,XY,3,0.0005774199962615967
Tpi1,Rpia,XY,4,0.005253911018371582
Tpi1,Shpk,0,0,0
Tpi1,Taldo1,0,0,0
Tpi1,Tigar,XY,2,0.010985836386680603
Trex1,Zbtb20,0,0,0
Trex1,Zbtb7a,0,0,0
Trex1,Pfkfb3,XY,3,8.115172386169434e-05
Trex1,H6pd,XY,4,0.003594517707824707
