Echdc3,Eci1,0,0,0
Echdc3,Elovl7,0,0,0
Echdc3,Erlin1,XY,3,0.0033627748489379883
Echdc3,Fabp4,0,0,0
Echdc3,Fads3,0,0,0
Echdc3,Fads6,XY,8,6.67572021484375e-06
Echdc3,Fdft1,0,0,0
Echdc3,Fech,XY,4,0.011466026306152344
Echdc3,G6pd2,0,0,0
Echdc3,G6pdx,XY,2,0.03978627920150757
Echdc3,Ggt5,XY,3,0.006233245134353638
Echdc3,Hmgcs2,XY,4,6.35385513305664e-05
Echdc3,Hsd17b7,0,0,0
Echdc3,Ilvbl,0,0,0
Echdc3,Insig2,0,0,0
Echdc3,Lepr,0,0,0
Echdc3,Lpin3,0,0,0
Echdc3,Lrp5,0,0,0
Echdc3,Mblac2,0,0,0
Echdc3,Ndufs6,0,0,0
Echdc3,Oxsm,0,0,0
Echdc3,Pctp,XY,3,0.0002447366714477539
Echdc3,Peds1,0,0,0
Eci1,Elovl7,0,0,0
Eci1,Erlin1,0,0,0
Eci1,Fabp4,0,0,0
Eci1,Fads3,XY,4,0.028213322162628174
Eci1,Fads6,0,0,0
Eci1,Fdft1,0,0,0
Eci1,Fech,0,0,0
Eci1,G6pd2,0,0,0
Eci1,G6pdx,XY,3,0.005255401134490967
Eci1,Ggt5,0,0,0
Eci1,Hmgcs2,0,0,0
Eci1,Hsd17b7,0,0,0
Eci1,Ilvbl,0,0,0
Eci1,Insig2,0,0,0
Eci1,Lepr,0,0,0
Eci1,Lpin3,0,0,0
Eci1,Lrp5,0,0,0
Eci1,Mblac2,0,0,0
Eci1,Ndufs6,0,0,0
Eci1,Oxsm,0,0,0
Eci1,Pctp,XY,1,0.02923712134361267
Eci1,Peds1,0,0,0
Elovl7,Erlin1,XY,3,0.01590391993522644
Elovl7,Fabp4,0,0,0
Elovl7,Fads3,XY,3,0.012752532958984375
Elovl7,Fads6,XY,6,0.0012524127960205078
Elovl7,Fdft1,0,0,0
Elovl7,Fech,XY,4,0.0019503235816955566
Elovl7,G6pd2,0,0,0
Elovl7,G6pdx,XY,3,0.0004559457302093506
Elovl7,Ggt5,XY,5,0.013837099075317383
Elovl7,Hmgcs2,XY,4,0.004787862300872803
Elovl7,Hsd17b7,0,0,0
Elovl7,Ilvbl,0,0,0
Elovl7,Insig2,0,0,0
Elovl7,Lepr,0,0,0
Elovl7,Lpin3,XY,6,7.867813110351562e-06
Elovl7,Lrp5,0,0,0
Elovl7,Mblac2,0,0,0
Elovl7,Ndufs6,0,0,0
Elovl7,Oxsm,0,0,0
Elovl7,Pctp,XY,3,0.002789407968521118
Elovl7,Peds1,0,0,0
Erlin1,Fabp4,YX,2,0.04209865629673004
Erlin1,Fads3,YX,6,0.0001277923583984375
Erlin1,Fads6,YX,5,0.0006393194198608398
Erlin1,Fdft1,YX,3,0.024131208658218384
Erlin1,Fech,XY,3,0.005255401134490967
Erlin1,G6pd2,YX,1,0.005189225077629089
Erlin1,G6pdx,YX,4,0.0015715360641479492
Erlin1,Ggt5,YX,6,0.03422212600708008
Erlin1,Hmgcs2,0,0,0
Erlin1,Hsd17b7,YX,3,0.0400979220867157
Erlin1,Ilvbl,YX,2,0.012675374746322632
Erlin1,Insig2,0,0,0
Erlin1,Lepr,YX,1,0.0003338828682899475
Erlin1,Lpin3,YX,3,0.018341034650802612
Erlin1,Lrp5,0,0,0
Erlin1,Mblac2,0,0,0
Erlin1,Ndufs6,YX,7,0.005062580108642578
Erlin1,Oxsm,YX,3,0.00481751561164856
Erlin1,Pctp,YX,2,0.023165583610534668
Erlin1,Peds1,0,0,0
Fabp4,Fads3,0,0,0
Fabp4,Fads6,0,0,0
Fabp4,Fdft1,0,0,0
Fabp4,Fech,0,0,0
Fabp4,G6pd2,0,0,0
Fabp4,G6pdx,0,0,0
Fabp4,Ggt5,XY,3,0.02107509970664978
Fabp4,Hmgcs2,XY,8,0.0015764236450195312
Fabp4,Hsd17b7,0,0,0
Fabp4,Ilvbl,0,0,0
Fabp4,Insig2,0,0,0
Fabp4,Lepr,0,0,0
Fabp4,Lpin3,0,0,0
Fabp4,Lrp5,0,0,0
Fabp4,Mblac2,0,0,0
Fabp4,Ndufs6,0,0,0
Fabp4,Oxsm,0,0,0
Fabp4,Pctp,XY,2,0.024673432111740112
Fabp4,Peds1,0,0,0
Fads3,Fads6,XY,7,0.00017690658569335938
Fads3,Fdft1,0,0,0
Fads3,Fech,YX,3,0.005726665258407593
Fads3,G6pd2,0,0,0
Fads3,G6pdx,XY,4,0.04468661546707153
Fads3,Ggt5,XY,3,0.00481751561164856
Fads3,Hmgcs2,YX,7,0.035068511962890625
Fads3,Hsd17b7,YX,2,0.03546053171157837
Fads3,Ilvbl,YX,5,0.008155584335327148
Fads3,Insig2,YX,8,0.005344390869140625
Fads3,Lepr,YX,5,0.03251814842224121
Fads3,Lpin3,XY,3,0.0013924241065979004
Fads3,Lrp5,YX,5,0.00048792362213134766
Fads3,Mblac2,YX,4,0.03689628839492798
Fads3,Ndufs6,XY,6,0.005162239074707031
Fads3,Oxsm,0,0,0
Fads3,Pctp,XY,2,0.037574514746665955
Fads3,Peds1,YX,7,0.03799009323120117
Fads6,Fdft1,XY,8,2.86102294921875e-06
Fads6,Fech,XY,5,0.0012078285217285156
Fads6,G6pd2,0,0,0
Fads6,G6pdx,XY,2,0.020373612642288208
Fads6,Ggt5,YX,5,0.00014901161193847656
Fads6,Hmgcs2,XY,3,1.3321638107299805e-05
Fads6,Hsd17b7,0,0,0
Fads6,Ilvbl,XY,8,0.0015764236450195312
Fads6,Insig2,0,0,0
Fads6,Lepr,YX,7,0.0003037452697753906
Fads6,Lpin3,XY,6,0.0001277923583984375
Fads6,Lrp5,0,0,0
Fads6,Mblac2,0,0,0
Fads6,Ndufs6,XY,3,0.0002447366714477539
Fads6,Oxsm,0,0,0
Fads6,Pctp,XY,3,0.0011276304721832275
Fads6,Peds1,0,0,0
Fdft1,Fech,XY,5,0.013837099075317383
Fdft1,G6pd2,0,0,0
Fdft1,G6pdx,XY,3,0.00031566619873046875
Fdft1,Ggt5,0,0,0
Fdft1,Hmgcs2,YX,7,0.0003604888916015625
Fdft1,Hsd17b7,0,0,0
Fdft1,Ilvbl,0,0,0
Fdft1,Insig2,0,0,0
Fdft1,Lepr,0,0,0
Fdft1,Lpin3,XY,1,0.006505422294139862
Fdft1,Lrp5,0,0,0
Fdft1,Mblac2,0,0,0
Fdft1,Ndufs6,0,0,0
Fdft1,Oxsm,0,0,0
Fdft1,Pctp,XY,1,0.0014833956956863403
Fdft1,Peds1,0,0,0
Fech,G6pd2,0,0,0
Fech,G6pdx,YX,3,0.0006481707096099854
Fech,Ggt5,YX,2,0.000648990273475647
Fech,Hmgcs2,YX,5,0.0004247426986694336
Fech,Hsd17b7,0,0,0
Fech,Ilvbl,YX,4,0.009720981121063232
Fech,Insig2,YX,4,0.003258049488067627
Fech,Lepr,YX,4,0.0006189942359924316
Fech,Lpin3,YX,3,0.0005774199962615967
Fech,Lrp5,0,0,0
Fech,Mblac2,0,0,0
Fech,Ndufs6,YX,7,0.004508018493652344
Fech,Oxsm,0,0,0
Fech,Pctp,XY,3,0.002302318811416626
Fech,Peds1,YX,4,0.0003249049186706543
G6pd2,G6pdx,YX,1,0.006038300693035126
G6pd2,Ggt5,XY,3,0.02578812837600708
G6pd2,Hmgcs2,0,0,0
G6pd2,Hsd17b7,0,0,0
G6pd2,Ilvbl,0,0,0
G6pd2,Insig2,0,0,0
G6pd2,Lepr,0,0,0
